GeoName,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting,consensus,consensusOppose,futuregen,futuregenOppose,happening,happeningOppose,harmUS,harmUSOppose,human,humanOppose,personal,personalOppose,regulate,regulateOppose,timing,timingOppose,worried,worriedOppose,Average_Temperature_per_Year,Average_Precipitation_per_Year,Average_PDSI_per_Year,Region,Price_per_unit_thousands_USD,Volume_California_Million_Pieces,Revenue_California_Billion_USD
"Santa Clara County, California",2016,1885056,626579,935833,949223,36.8,101173,342701.0,208794.0,34369.0,44998.0,938545,65981,1004526,2.95,752400,1493,435218,455223,764341,230274,5141,56.73,25.16,76.43,13.55,77.14,8.62,63.78,27.55,61.82,24.39,45.5,45.13,77.25,20.55,55.75,43.8,65.9,33.89,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Marin County, California",2016,259358,104400,132613,126745,45.7,100310,61100.0,28898.0,12285.0,6010.0,130366,7021,137387,2.41,859400,421,53207,39968,115707,50476,700,61.05,24.67,76.67,15.88,78.01,9.78,63.49,30.34,60.97,24.91,43.28,49.96,79.37,19.62,55.79,43.86,66.87,33.01,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Placer County, California",2016,370571,136730,189781,180790,41.5,76926,63509.0,21583.0,6611.0,2986.0,166417,12582,178999,2.68,380900,678,85141,69806,149445,66179,923,48.7,32.61,68.8,21.87,68.6,14.99,54.44,38.66,50.25,35.64,36.75,54.71,73.75,25.48,45.41,54.05,55.1,44.73,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Siskiyou County, California",2016,43668,19045,21955,21713,47.9,38524,4715.0,1640.0,491.0,183.0,16240,2161,18401,2.26,173100,66,8841,7554,17332,9941,1518,48.03,30.74,69.46,21.28,69.33,13.92,55.46,36.63,51.22,33.16,37.3,53.23,73.69,25.25,47.52,51.77,56.93,42.84,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Shasta County, California",2016,179228,69713,91325,87903,42.3,45582,16539.0,5537.0,2228.0,857.0,70876,6728,77604,2.53,223500,92,38822,36984,68852,34570,1598,41.93,34.78,66.26,23.7,64.19,17.16,52.09,39.38,48.2,35.05,34.28,55.51,73.5,25.82,45.21,54.59,51.75,48.06,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Solano County, California",2016,429596,145315,216078,213518,37.5,69227,50923.0,14765.0,4536.0,2445.0,191173,21347,212520,2.88,305900,826,98840,102287,170194,58275,2607,50.47,25.45,72.36,17.4,71.19,10.51,61.33,29.22,55.63,30.49,43.73,45.14,76.96,21.6,53.22,45.96,61.55,38.36,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Del Norte County, California",2016,27628,9443,12460,15168,38.1,42363,1688.0,678.0,311.0,214.0,8922,1041,9963,2.55,183600,0,5855,6461,11090,4222,452,43.27,30.86,66.73,22.1,65.94,14.59,54.47,35.58,48.76,35.36,37.66,51.05,72.51,26.18,46.99,52.09,54.82,44.97,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Glenn County, California",2016,27976,9801,13760,14216,36.9,41699,1703.0,357.0,147.0,62.0,10629,1172,11801,2.82,215800,27,7572,5916,10415,4073,2270,43.93,30.09,67.22,21.53,66.33,14.24,55.92,33.69,49.72,34.11,39.51,48.66,72.07,26.43,47.75,51.54,56.05,43.67,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Butte County, California",2016,223877,85505,112951,110926,36.9,44366,25225.0,8002.0,2915.0,1611.0,91019,10933,101952,2.55,228500,366,45472,61391,78869,38145,3597,47.56,29.89,68.2,21.97,69.82,14.03,56.81,35.03,49.66,33.41,38.25,52.11,74.52,24.34,49.19,50.47,57.92,41.92,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Plumas County, California",2016,18754,8376,9270,9484,51.7,50125,1828.0,988.0,271.0,94.0,7320,977,8297,2.19,221300,12,3108,2940,8033,4673,667,47.02,30.91,67.91,22.81,66.64,15.16,54.92,36.92,49.69,33.4,37.41,52.5,73.15,26.27,46.75,51.97,55.83,43.63,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"San Luis Obispo County, California",2016,278680,104404,137108,141572,39.0,64014,39994.0,15020.0,4296.0,3476.0,128359,7479,135838,2.51,471800,477,50812,75701,103243,48924,3679,51.55,29.04,71.52,19.91,72.52,12.76,57.59,34.76,54.97,29.98,38.93,52.29,75.07,23.88,49.09,50.58,59.07,40.77,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Kern County, California",2016,871337,262337,424258,447079,31.2,49788,54412.0,18553.0,5182.0,3122.0,330594,44848,375442,3.2,175600,939,256757,226832,301706,86042,40250,44.31,27.53,63.9,22.7,67.94,12.98,57.48,31.01,51.22,34.07,42.18,44.95,72.5,24.71,48.31,50.38,58.03,41.61,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Ventura County, California",2016,843110,269338,425668,417442,37.3,78593,111571.0,45763.0,12888.0,8589.0,403177,32651,435828,3.09,481400,591,204168,193120,331202,114620,21785,50.55,28.3,70.68,19.03,72.22,12.22,59.53,31.55,53.35,32.01,42.5,47.52,75.96,22.76,50.58,48.24,61.44,38.07,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Calaveras County, California",2016,44787,17713,22631,22156,51.2,53502,4645.0,1550.0,424.0,226.0,16565,1758,18323,2.5,259000,46,8042,6671,18829,11245,296,44.09,33.46,65.73,24.37,65.76,15.9,52.28,39.19,47.47,35.46,34.97,55.34,72.28,26.87,44.83,54.43,52.74,47.07,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"San Mateo County, California",2016,754748,261010,383203,371545,39.5,98546,148547.0,66121.0,20918.0,16375.0,395999,23439,419438,2.85,845300,604,162440,164010,317779,110519,1948,59.36,23.87,76.51,13.9,78.62,8.55,65.49,27.04,63.66,24.09,46.05,45.59,80.93,17.61,58.24,41.49,69.29,30.42,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Tuolumne County, California",2016,53864,22083,25730,28134,48.2,50731,5312.0,1929.0,538.0,255.0,19597,2570,22167,2.29,259800,76,8983,10408,21845,12628,455,45.09,32.28,66.73,23.41,65.66,15.79,53.82,37.84,49.56,34.3,36.2,53.85,73.72,25.46,45.94,53.41,53.93,45.88,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Amador County, California",2016,36963,14248,17124,19839,50.3,57032,4212.0,1192.0,540.0,240.0,12835,1677,14512,2.31,265900,70,5745,5948,16128,9142,296,44.27,33.06,66.03,24.28,65.71,16.27,52.98,38.25,47.44,36.56,35.42,54.24,72.7,26.13,44.98,54.35,53.2,46.6,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Lake County, California",2016,64076,26194,32094,31982,45.8,36132,4821.0,1810.0,528.0,309.0,22432,3554,25986,2.41,167300,109,13028,11804,26122,13122,1437,48.73,28.84,70.97,18.87,70.31,12.17,57.54,33.33,53.63,31.91,39.26,50.19,76.51,22.05,50.34,48.76,59.81,40.03,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Modoc County, California",2016,9033,3670,4396,4637,47.1,41194,926.0,208.0,61.0,26.0,3531,259,3790,2.32,144600,0,1812,1484,3649,2088,635,45.42,31.86,66.87,23.43,66.54,15.23,54.3,37.59,47.81,35.04,37.21,53.41,70.0,29.16,46.3,52.58,53.95,45.45,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Inyo County, California",2016,18326,7973,9091,9235,45.4,47278,1991.0,973.0,129.0,148.0,8307,555,8862,2.22,235500,30,3772,3352,7249,3953,344,45.36,30.44,67.99,21.78,68.02,13.86,56.35,35.04,49.58,34.62,38.83,51.3,72.87,25.94,48.04,50.98,57.03,42.43,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Santa Barbara County, California",2016,439395,143051,219236,220159,33.7,65161,51832.0,22062.0,7146.0,6101.0,206094,16101,222195,2.93,480000,406,98870,128178,150830,61517,16979,54.01,24.94,72.44,17.56,73.39,9.4,63.04,28.79,57.83,27.17,45.46,45.51,75.7,22.3,54.63,44.16,64.57,34.7,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Imperial County, California",2016,178807,45800,87483,91324,32.2,42560,10576.0,3627.0,680.0,146.0,58456,12048,70504,3.68,159000,73,51341,44844,61311,21311,5333,47.87,23.43,72.39,14.22,72.07,9.06,63.92,23.36,58.13,28.87,49.0,36.96,75.66,21.84,54.5,44.5,66.74,33.06,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Alameda County, California",2016,1605217,564293,818487,786730,37.2,79831,282754.0,141689.0,32639.0,31512.0,801026,61327,862353,2.79,593500,1280,344212,404549,656757,199699,2659,65.45,20.38,79.89,11.93,82.69,6.59,69.38,23.36,66.91,21.6,50.1,41.83,81.32,17.06,60.52,39.4,72.89,26.99,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Napa County, California",2016,140823,49375,70813,70010,40.7,74609,21345.0,6815.0,2523.0,1452.0,69893,4910,74803,2.76,503100,283,30852,29929,56093,23949,4480,55.13,26.13,73.64,16.38,73.58,10.35,61.5,29.73,59.31,26.91,42.79,47.61,78.9,19.36,53.8,45.83,63.98,35.54,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"San Francisco County, California",2016,850282,356797,417056,433226,38.4,87701,220335.0,95666.0,32831.0,17732.0,488560,32234,520794,2.33,858800,755,114628,259353,354006,122295,918,65.73,21.48,78.96,13.23,81.89,7.19,67.79,26.48,65.63,20.49,48.15,45.11,80.47,18.28,60.1,39.52,71.89,28.0,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Colusa County, California",2016,21361,6962,10264,11097,34.7,54946,1474.0,233.0,195.0,30.0,9161,871,10032,3.04,205000,47,5936,4827,7818,2780,2719,43.13,28.55,67.95,19.97,66.97,13.39,57.48,31.16,51.04,33.31,41.98,45.34,71.87,26.39,48.9,50.35,58.15,41.57,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Kings County, California",2016,150261,41845,67054,83207,31.4,47241,8378.0,2128.0,969.0,268.0,52048,6890,58938,3.18,172000,282,41331,42114,53185,13631,7820,43.63,28.16,67.64,20.5,66.5,13.32,58.07,30.54,50.93,33.24,43.06,44.57,72.69,25.25,49.22,49.98,58.21,41.19,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Fresno County, California",2016,963160,299456,482633,480527,31.6,45963,76303.0,24116.0,8969.0,4887.0,380621,51478,432099,3.16,204900,1480,278246,248640,328349,107925,37732,45.65,25.95,70.91,17.13,69.73,11.78,60.82,28.41,53.08,32.62,44.78,43.01,73.62,24.61,52.78,46.64,63.53,36.27,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Orange County, California",2016,3132211,1017012,1585524,1546687,37.3,78145,520755.0,195472.0,58548.0,32797.0,1532549,111106,1643655,3.04,584200,1890,721172,750571,1247767,412701,6857,49.53,30.03,72.07,18.46,70.89,12.61,59.29,32.63,55.64,31.24,42.3,48.17,75.41,24.41,50.49,49.52,59.14,40.34,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Sutter County, California",2016,95406,32028,47920,47486,35.6,52943,7623.0,2310.0,766.0,269.0,38409,4836,43245,2.95,213100,96,25180,21761,34670,13795,3491,45.57,29.64,68.33,20.71,67.51,13.95,57.44,32.85,51.79,31.84,40.51,48.49,73.62,25.15,48.3,51.11,57.63,42.14,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"San Joaquin County, California",2016,714860,221707,359141,355719,33.7,55045,55004.0,16993.0,5472.0,2828.0,287650,38954,326604,3.16,246900,1039,199521,170038,261385,83916,13744,50.84,25.49,71.36,16.42,73.63,10.6,61.08,28.19,57.41,28.79,44.24,43.35,75.0,22.85,53.31,46.32,63.33,36.48,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Merced County, California",2016,265001,78270,131219,133782,30.6,44397,13682.0,4956.0,1238.0,1165.0,97146,18143,115289,3.31,171800,188,79805,68449,89011,27736,12820,43.78,27.0,69.8,17.92,69.94,11.41,59.93,28.03,52.66,30.79,44.48,42.42,74.26,23.82,51.71,47.41,61.62,37.83,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Mariposa County, California",2016,17645,7255,8764,8881,50.6,49265,1879.0,839.0,210.0,137.0,7167,780,7947,2.29,250800,24,2918,2935,7411,4381,266,50.53,29.52,69.4,21.91,69.73,13.7,57.02,35.81,50.62,32.6,38.7,52.81,73.43,25.62,48.31,50.96,57.59,42.17,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Yuba County, California",2016,73897,25655,36426,37471,32.2,48739,4885.0,1693.0,432.0,99.0,26389,3822,30211,2.83,190700,140,20606,18977,25851,8463,1349,46.63,29.74,68.66,20.54,67.72,13.91,56.26,34.06,49.46,33.5,39.18,49.49,73.99,24.84,47.98,51.45,56.58,43.18,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Contra Costa County, California",2016,1107925,387540,567254,540671,39.1,82881,192616.0,73252.0,22496.0,14818.0,521577,43374,564951,2.83,472900,1618,260665,233070,456827,157363,2639,59.32,22.98,72.76,17.2,76.06,9.18,64.12,27.68,56.04,30.24,45.76,45.16,77.57,20.85,57.24,42.23,65.83,34.1,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Lassen County, California",2016,31945,9501,10754,21191,36.4,51457,1749.0,728.0,281.0,103.0,9044,942,9986,2.31,174500,34,5262,10079,12682,3922,577,43.73,31.54,65.29,23.71,64.99,15.92,53.21,37.12,48.57,34.76,36.91,51.86,71.85,27.35,44.88,54.57,52.77,46.95,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Stanislaus County, California",2016,530561,170328,268410,262151,33.8,51591,36783.0,11983.0,4428.0,1544.0,212544,33913,246457,3.08,216000,388,145560,128046,192512,64443,11289,46.48,27.74,69.49,18.96,68.06,13.57,58.54,30.44,55.59,30.87,42.14,45.6,75.92,22.48,50.27,49.22,60.18,39.67,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Sonoma County, California",2016,497776,189043,253857,243919,41.2,66833,74393.0,26826.0,10000.0,4723.0,243985,18297,262282,2.59,464700,709,102675,109048,202709,83344,7501,56.78,25.79,75.15,15.6,74.31,10.35,61.52,30.37,60.64,26.39,42.36,47.9,79.72,18.97,54.42,45.23,64.74,35.15,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Tehama County, California",2016,63015,23573,31636,31379,40.6,40687,3939.0,1353.0,441.0,179.0,23094,3340,26434,2.64,178600,78,15159,12318,24262,11276,1344,43.42,31.94,67.15,22.11,65.44,15.05,54.55,36.26,47.94,34.56,37.47,51.84,72.85,26.24,46.39,52.88,55.01,44.41,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Mono County, California",2016,14051,4950,6500,7551,38.9,58937,2063.0,539.0,224.0,20.0,7642,665,8307,2.77,286100,9,2783,3642,5770,1856,429,53.27,26.82,72.46,18.94,72.73,11.1,59.94,32.63,54.27,30.66,41.9,50.06,74.01,24.79,52.11,46.87,62.32,37.5,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"San Benito County, California",2016,58051,17390,28989,29062,35.1,73814,4777.0,1439.0,500.0,233.0,26637,3211,29848,3.32,423100,72,15708,13264,22560,6519,1861,47.38,26.55,71.32,16.56,71.18,10.81,60.42,28.51,54.98,30.82,44.39,43.84,74.75,22.65,52.52,46.52,62.69,36.77,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Sacramento County, California",2016,1479300,527335,756345,722955,35.7,57509,189759.0,64859.0,22097.0,9868.0,648876,74025,722901,2.76,271300,966,360897,363713,565426,189264,5257,56.04,25.85,73.4,16.89,74.71,10.93,61.08,30.38,53.76,30.16,43.35,46.49,77.25,19.93,52.46,47.14,62.26,37.17,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"El Dorado County, California",2016,183000,67528,91651,91349,45.2,72586,27316.0,10371.0,3390.0,1900.0,80240,8506,88746,2.68,379200,469,38406,32126,79757,32711,834,45.75,33.4,66.48,25.34,65.89,15.43,54.1,38.91,48.88,35.27,36.08,55.38,73.02,26.34,45.54,54.13,54.33,45.5,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Monterey County, California",2016,430201,125916,210318,219883,33.7,60889,38978.0,16843.0,4788.0,3361.0,180631,13288,193919,3.27,393300,351,113889,109483,155276,51553,32242,53.45,22.86,74.22,14.83,74.4,8.36,64.62,25.65,58.93,27.2,47.75,41.45,77.0,20.75,56.08,42.47,67.37,32.46,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Sierra County, California",2016,2931,1275,1482,1449,55.2,43984,352.0,82.0,20.0,17.0,1225,50,1275,2.27,170300,0,425,317,1425,764,67,43.77,32.55,66.37,23.16,65.44,15.64,53.53,37.63,48.28,35.38,36.2,53.87,72.36,26.35,45.87,53.24,53.94,45.55,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Merced County, California",2017,267390,79261,132345,135045,30.8,46338,14006.0,5063.0,1337.0,1135.0,99026,16969,115995,3.3,196200,349,79864,69132,89783,28611,12351,46.66,25.22,72.44,16.08,72.73,10.29,63.04,25.55,57.03,29.79,47.16,40.3,75.15,22.08,55.42,44.03,64.59,35.1,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Lake County, California",2017,64095,26327,32307,31788,45.8,40446,4588.0,1678.0,577.0,273.0,22691,2872,25563,2.4,182000,136,13128,11618,25788,13561,1497,51.22,27.12,72.69,17.27,72.39,11.2,60.11,30.61,55.92,31.26,41.51,48.01,76.44,21.42,53.64,45.8,61.87,37.88,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Mariposa County, California",2017,17658,7434,8795,8863,51.1,51385,2017.0,933.0,253.0,132.0,7009,777,7786,2.23,259500,41,2902,2945,7213,4598,252,52.37,28.63,71.16,20.52,70.93,13.36,59.43,33.55,53.29,31.36,40.6,51.31,73.61,24.81,50.92,48.68,58.69,40.99,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Modoc County, California",2017,9017,3638,4358,4659,47.8,39296,859.0,227.0,50.0,0.0,3231,263,3494,2.34,143100,0,1758,1453,3592,2214,517,46.42,31.37,67.9,22.75,66.98,15.46,56.66,35.47,49.89,34.62,39.04,52.15,69.44,28.65,48.38,51.16,54.53,45.09,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Yuba County, California",2017,74644,25880,36563,38081,32.4,51776,5573.0,1565.0,406.0,84.0,27832,3057,30889,2.83,207100,188,20665,19131,26161,8687,1215,48.65,28.84,69.95,19.72,68.74,13.86,57.99,32.41,52.14,32.51,40.75,48.28,73.68,24.46,50.07,49.69,57.55,42.12,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Contra Costa County, California",2017,1123678,389597,575003,548675,39.2,88456,198521.0,76942.0,22425.0,14617.0,535401,39750,575151,2.86,522300,2507,261503,236836,461568,163771,2382,62.52,21.07,75.27,15.24,78.37,7.98,66.76,24.85,60.45,28.68,47.99,42.56,78.22,20.0,61.06,38.74,68.46,31.47,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Inyo County, California",2017,18195,8026,9023,9172,45.6,51500,2103.0,915.0,160.0,166.0,8275,450,8725,2.19,243100,44,3708,3310,7218,3959,418,47.02,29.04,69.65,20.55,69.42,13.12,58.92,32.36,52.0,34.06,41.01,49.28,72.24,25.47,50.93,48.42,58.76,40.95,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Lassen County, California",2017,31470,9441,10684,20786,36.2,54083,1761.0,652.0,248.0,120.0,9052,729,9781,2.28,177500,34,5025,10181,12263,4001,634,43.68,31.82,65.24,24.09,64.29,17.0,53.74,36.66,48.92,35.41,37.4,51.53,70.45,27.69,45.56,54.22,51.95,47.66,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Stanislaus County, California",2017,535684,171324,270860,264824,33.9,54260,38138.0,11704.0,4612.0,1748.0,219505,29240,248745,3.1,244100,635,146335,129347,194158,65844,11912,48.73,26.38,70.9,17.65,69.56,12.7,60.2,28.79,57.11,31.14,44.15,43.35,75.3,22.35,52.67,46.82,61.8,37.99,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Santa Barbara County, California",2017,442996,144015,221041,221955,33.7,68023,54031.0,23123.0,7370.0,6240.0,211793,14894,226687,2.94,509400,471,99286,129718,150782,63210,17561,56.72,23.16,75.51,15.29,75.72,8.65,65.96,25.93,61.75,25.84,47.64,43.23,76.43,21.16,58.53,40.93,67.19,32.22,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Sonoma County, California",2017,500943,190058,255562,245381,41.4,71769,77016.0,28192.0,9981.0,5073.0,249134,15700,264834,2.59,513300,798,101946,109136,202722,87139,7023,60.02,24.02,77.2,14.18,76.92,9.42,63.26,28.41,62.17,26.37,44.28,46.11,79.67,18.42,56.97,42.68,66.89,32.96,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Tehama County, California",2017,63247,23712,31795,31452,41.1,42512,4202.0,1350.0,521.0,122.0,23849,2692,26541,2.63,191400,95,15127,12328,24084,11708,1272,42.95,32.15,67.31,22.26,65.45,15.8,55.01,35.48,49.11,35.06,38.21,50.95,71.63,26.44,47.12,52.48,54.75,44.9,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Imperial County, California",2017,179957,45198,87994,91963,32.2,44779,10692.0,3877.0,742.0,187.0,59757,11415,71172,3.77,167700,109,51734,45316,61091,21816,5335,51.07,21.76,75.19,12.28,74.89,7.91,66.77,20.96,61.42,28.36,51.46,35.1,76.46,20.47,58.36,40.97,69.81,29.91,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Mono County, California",2017,14058,4899,6625,7433,38.3,60595,2250.0,614.0,164.0,29.0,7864,290,8154,2.8,311700,4,2738,3740,5659,1921,542,55.52,25.27,74.49,16.93,74.73,10.18,63.49,29.31,57.5,29.76,44.57,47.73,74.1,23.62,55.49,43.82,64.41,35.33,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"San Benito County, California",2017,58671,17440,29463,29208,35.4,80760,4980.0,1476.0,453.0,261.0,27688,2686,30374,3.35,459700,130,15629,13387,22765,6890,1721,50.73,24.75,74.02,14.71,74.01,9.57,63.35,26.06,58.89,29.63,46.47,41.64,75.98,20.83,56.27,43.1,65.89,33.82,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Alameda County, California",2017,1629615,569070,829966,799649,37.3,85743,293137.0,149371.0,34121.0,32665.0,826310,53175,879485,2.81,649100,1579,344912,411001,665009,208693,2764,69.11,18.5,81.89,10.57,84.09,6.02,71.89,21.23,69.6,20.7,52.92,39.6,81.74,16.38,63.54,36.38,74.66,25.18,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Sacramento County, California",2017,1495400,532050,764720,730680,35.9,60239,196514.0,67958.0,22412.0,10702.0,666790,64575,731365,2.76,299900,1243,361889,367148,571634,194729,5196,58.57,24.53,75.18,15.65,77.0,10.12,62.55,28.21,57.18,29.88,44.77,44.88,77.65,19.16,54.55,45.05,63.61,36.06,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"El Dorado County, California",2017,185015,68084,92711,92304,45.5,74885,28348.0,10599.0,3416.0,1885.0,80373,7042,87415,2.69,405900,687,38163,32432,79470,34950,867,47.61,32.0,67.81,23.99,67.27,15.11,55.82,36.64,51.43,34.44,37.3,53.71,72.7,25.81,47.78,51.89,55.75,44.04,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Napa County, California",2017,141005,49044,70694,70311,40.8,79637,22344.0,7116.0,2977.0,1418.0,71110,4068,75178,2.79,560500,377,30346,30074,56064,24521,3842,57.26,24.67,75.52,14.83,75.32,9.27,63.55,27.7,61.22,26.63,44.47,45.63,78.84,19.0,56.76,42.87,65.74,34.08,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Monterey County, California",2017,433168,125939,212152,221016,33.9,63249,39587.0,17199.0,5241.0,3414.0,182439,11717,194156,3.3,441000,525,114309,109118,155996,53745,32213,56.06,21.3,76.81,13.38,76.76,7.42,67.33,23.35,62.67,25.87,49.37,39.9,77.64,19.59,59.42,39.79,69.72,30.06,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
