Date, Palmer Drought Severity Index (PDSI),State, Precipitation_x, Average Temperature_x, Average Temperature_y, Precipitation_y
2001-09,0.37,Michigan,4.25,57.7,,
2001-10,1.81,Michigan,5.47,47.8,,
2001-11,1.67,Michigan,2.44,43.6,,
2001-12,1.61,Michigan,1.97,31.9,,
2002-01,1.03,Michigan,1.12,27.5,,
2002-02,1.38,Michigan,2.13,27.4,,
2002-03,1.66,Michigan,2.59,27.4,,
2002-04,2.01,Michigan,3.57,43.4,,
2002-05,2.55,Michigan,3.83,49.7,,
2002-06,-0.33,Michigan,3.01,65.6,,
2002-07,-0.33,Michigan,3.22,72.4,,
2002-08,-0.33,Michigan,3.51,68.0,,
2002-09,-1.40,Michigan,2.13,63.3,,
2002-10,-1.16,Michigan,3.07,44.5,,
2002-11,-1.81,Michigan,1.58,33.7,,
2002-12,-2.46,Michigan,1.14,26.0,,
2003-01,-2.86,Michigan,0.86,16.7,,
2003-02,-2.88,Michigan,1.06,16.3,,
2003-03,-2.60,Michigan,1.97,29.3,,
2003-04,-2.15,Michigan,2.79,41.4,,
2003-05,-1.31,Michigan,3.99,52.8,,
2003-06,-1.75,Michigan,2.21,62.1,,
2003-07,-1.32,Michigan,3.34,67.8,,
2003-08,-1.72,Michigan,2.69,68.8,,
2003-09,-1.76,Michigan,3.33,59.5,,
2003-10,-1.88,Michigan,2.31,46.6,,
2003-11,0.71,Michigan,4.60,37.7,,
2003-12,0.73,Michigan,1.93,28.6,,
2004-01,0.87,Michigan,2.03,14.3,,
2004-02,0.56,Michigan,1.20,22.6,,
2004-03,1.16,Michigan,3.17,34.5,,
2004-04,-0.49,Michigan,2.06,44.2,,
2004-05,2.09,Michigan,6.64,53.8,,
2004-06,1.94,Michigan,3.27,62.0,,
2004-07,2.21,Michigan,3.30,66.4,,
2004-08,2.21,Michigan,3.17,63.2,,
2004-09,-1.52,Michigan,1.07,63.3,,
2004-10,0.27,Michigan,3.73,49.0,,
2004-11,0.14,Michigan,2.79,38.2,,
2004-12,0.84,Michigan,2.92,23.5,,
2005-01,1.59,Michigan,2.93,18.0,,
2005-02,1.64,Michigan,1.78,25.2,,
2005-03,-0.54,Michigan,1.20,27.3,,
2005-04,-1.58,Michigan,1.36,46.4,,
2005-05,-2.03,Michigan,2.05,52.0,,
2005-06,-2.53,Michigan,2.87,69.4,,
2005-07,-2.21,Michigan,3.69,70.4,,
2005-08,-2.72,Michigan,2.59,68.9,,
2005-09,-2.86,Michigan,3.58,63.7,,
2005-10,-3.53,Michigan,1.73,50.6,,
2005-11,-3.23,Michigan,4.15,37.5,,
2005-12,-3.17,Michigan,1.96,23.1,,
2006-01,0.89,Michigan,3.00,29.9,,
2006-02,1.02,Michigan,1.80,22.5,,
2006-03,1.04,Michigan,2.21,32.4,,
2006-04,0.22,Michigan,2.10,47.5,,
2006-05,0.96,Michigan,4.63,56.1,,
2006-06,0.26,Michigan,2.42,64.3,,
2006-07,0.56,Michigan,3.82,71.4,,
2006-08,0.30,Michigan,3.13,67.7,,
2006-09,0.22,Michigan,3.35,57.3,,
2006-10,1.08,Michigan,4.20,44.7,,
2006-11,1.05,Michigan,2.34,38.9,,
2006-12,1.61,Michigan,2.85,31.5,,
2007-01,1.77,Michigan,2.19,24.1,,
2007-02,-0.39,Michigan,0.96,15.2,,
2007-03,0.18,Michigan,2.51,34.8,,
2007-04,0.44,Michigan,3.00,41.8,,
2007-05,-0.72,Michigan,2.31,57.8,,
2007-06,-1.33,Michigan,2.67,67.1,,
2007-07,-2.05,Michigan,2.04,68.0,,
2007-08,-1.73,Michigan,4.11,68.8,,
2007-09,-2.27,Michigan,2.84,61.8,,
2007-10,-2.15,Michigan,3.80,54.4,,
2007-11,-2.95,Michigan,1.61,35.2,,
2007-12,-2.82,Michigan,2.62,24.1,,
2008-01,1.02,Michigan,3.19,22.8,,
2008-02,1.69,Michigan,2.56,18.2,,
2008-03,1.18,Michigan,1.50,27.0,,
2008-04,1.25,Michigan,3.32,45.7,,
2008-05,0.92,Michigan,2.38,51.2,,
2008-06,1.54,Michigan,4.69,64.8,,
2008-07,2.07,Michigan,3.73,68.3,,
2008-08,1.07,Michigan,1.67,66.5,,
2008-09,1.81,Michigan,5.22,60.6,,
2008-10,1.63,Michigan,2.14,46.8,,
2008-11,1.49,Michigan,2.22,35.7,,
2008-12,2.87,Michigan,4.23,20.8,,
2009-01,2.30,Michigan,1.32,12.6,,
2009-02,2.72,Michigan,2.40,22.9,,
2009-03,2.67,Michigan,2.32,31.6,,
2009-04,3.17,Michigan,3.94,43.1,,
2009-05,2.80,Michigan,2.95,53.7,,
2009-06,2.69,Michigan,3.53,62.5,,
2009-07,2.40,Michigan,2.30,63.5,,
2009-08,3.11,Michigan,4.62,65.4,,
2009-09,1.90,Michigan,1.81,60.8,,
2009-10,3.17,Michigan,5.25,44.6,,
2009-11,-0.61,Michigan,1.09,41.0,,
2009-12,-0.20,Michigan,2.34,23.6,,
2010-01,-0.71,Michigan,0.95,21.3,,
2010-02,-0.98,Michigan,1.04,23.1,,
2010-03,-2.12,Michigan,0.73,37.6,,
2010-04,-2.74,Michigan,2.09,49.0,,
2010-05,-0.05,Michigan,3.52,58.3,,
2010-06,1.42,Michigan,5.89,64.9,,
2010-07,2.09,Michigan,4.16,71.4,,
2010-08,1.30,Michigan,2.37,70.7,,
2010-09,1.98,Michigan,4.88,58.1,,
2010-10,-0.21,Michigan,2.01,49.9,,
2010-11,-0.41,Michigan,2.15,37.8,,
2010-12,-0.59,Michigan,1.43,22.8,,
2011-01,-0.73,Michigan,1.43,16.9,,
2011-02,0.02,Michigan,1.53,21.3,,
2011-03,0.18,Michigan,2.21,28.8,,
2011-04,1.96,Michigan,5.44,42.0,,
2011-05,2.38,Michigan,4.26,55.0,,
2011-06,2.27,Michigan,3.65,64.2,,
2011-07,2.00,Michigan,2.99,72.7,,
2011-08,1.56,Michigan,3.16,68.3,,
2011-09,1.46,Michigan,3.72,58.7,,
2011-10,1.53,Michigan,3.37,49.7,,
2011-11,1.54,Michigan,3.19,39.9,,
2011-12,1.44,Michigan,1.87,29.9,,
2012-01,1.64,Michigan,2.22,25.1,,
2012-02,-0.14,Michigan,1.31,28.4,,
2012-03,-0.62,Michigan,2.59,44.7,,
2012-04,-1.13,Michigan,1.89,43.9,,
2012-05,-1.42,Michigan,3.00,59.0,,
2012-06,-1.69,Michigan,3.00,66.5,,
2012-07,-1.55,Michigan,3.59,73.5,,
2012-08,-1.93,Michigan,2.73,67.5,,
2012-09,-2.36,Michigan,2.57,58.4,,
2012-10,-1.36,Michigan,4.66,47.5,,
2012-11,-2.11,Michigan,0.99,36.2,,
2012-12,0.11,Michigan,2.45,30.4,,
2013-01,1.20,Michigan,3.30,23.0,,
2013-02,1.64,Michigan,2.28,20.9,,
2013-03,1.05,Michigan,1.36,27.8,,
2013-04,3.10,Michigan,5.72,39.5,,
2013-05,2.90,Michigan,3.59,56.5,,
2013-06,2.79,Michigan,3.68,63.8,,
2013-07,3.01,Michigan,3.54,68.8,,
2013-08,2.63,Michigan,3.00,66.6,,
2013-09,1.48,Michigan,1.92,59.5,,
2013-10,1.73,Michigan,3.82,48.8,,
2013-11,2.39,Michigan,3.83,34.2,,
2013-12,2.40,Michigan,2.19,19.3,,
2014-01,2.50,Michigan,2.21,12.3,,
2014-02,2.30,Michigan,1.58,12.7,,
2014-03,1.65,Michigan,1.39,21.0,,
2014-04,2.32,Michigan,3.82,41.2,,
2014-05,2.31,Michigan,3.53,54.6,,
2014-06,2.25,Michigan,3.82,65.2,,
2014-07,2.68,Michigan,3.46,64.8,,
2014-08,2.76,Michigan,3.56,66.0,,
2014-09,2.86,Michigan,3.92,58.8,,
2014-10,3.58,Michigan,4.09,47.5,,
2014-11,4.43,Michigan,3.51,30.3,,
2014-12,-0.01,Michigan,1.77,28.2,,
2015-01,-0.31,Michigan,1.28,16.6,,
2015-02,-0.67,Michigan,0.97,8.0,,
2015-03,-1.36,Michigan,0.87,28.6,,
2015-04,-1.39,Michigan,2.46,43.2,,
2015-05,-0.85,Michigan,4.14,57.2,,
2015-06,-0.27,Michigan,4.06,62.5,,
2015-07,-0.32,Michigan,2.49,67.9,,
2015-08,-0.23,Michigan,3.31,66.9,,
2015-09,-0.85,Michigan,2.91,64.6,,
2015-10,-1.05,Michigan,2.46,48.9,,
2015-11,-1.25,Michigan,3.06,41.3,,
2015-12,0.87,Michigan,3.73,35.6,,
2016-01,0.78,Michigan,1.73,22.3,,
2016-02,0.97,Michigan,1.87,25.3,,
2016-03,1.74,Michigan,3.65,36.1,,
2016-04,1.79,Michigan,2.80,40.8,,
2016-05,-0.36,Michigan,2.63,55.4,,
2016-06,-0.94,Michigan,2.46,64.7,,
2016-07,0.34,Michigan,3.92,70.3,,
2016-08,1.07,Michigan,5.04,70.8,,
2016-09,0.96,Michigan,3.96,63.5,,
2016-10,1.08,Michigan,3.46,51.6,,
2016-11,-0.57,Michigan,2.04,42.6,,
2016-12,0.22,Michigan,2.30,25.0,,
2017-01,0.93,Michigan,2.78,25.2,,
2017-02,1.22,Michigan,2.02,29.9,,
2017-03,1.75,Michigan,2.94,30.7,,
2017-04,2.32,Michigan,4.39,47.2,,
2017-05,2.32,Michigan,3.36,53.0,,
2017-06,2.78,Michigan,4.72,65.3,,
2017-07,2.55,Michigan,2.74,68.5,,
2017-08,2.60,Michigan,3.50,65.2,,
2017-09,1.14,Michigan,1.57,62.6,,
2017-10,2.71,Michigan,6.63,52.5,,
2017-11,3.10,Michigan,2.74,34.5,,
2017-12,2.84,Michigan,1.88,20.9,,
2018-01,2.56,Michigan,1.74,20.0,,
2018-02,3.36,Michigan,2.96,23.0,,
2018-03,2.43,Michigan,1.13,29.6,,
2018-04,2.94,Michigan,3.00,35.2,,
2018-05,2.88,Michigan,4.26,60.2,,
2018-06,2.24,Michigan,2.95,65.2,,
2018-07,1.70,Michigan,2.62,70.5,,
2018-08,1.94,Michigan,4.47,69.8,,
2018-09,1.49,Michigan,3.54,62.4,,
2018-10,2.58,Michigan,5.14,45.9,,
2018-11,2.94,Michigan,2.53,30.8,,
2018-12,2.67,Michigan,1.83,28.7,,
2019-01,2.79,Michigan,2.29,16.8,,
2019-02,3.55,Michigan,2.93,19.9,,
2019-03,3.06,Michigan,1.81,27.5,,
2019-04,3.38,Michigan,3.65,42.5,,
2019-05,4.16,Michigan,4.73,51.8,,
2019-06,4.27,Michigan,4.13,62.5,,
2019-07,3.92,Michigan,2.99,70.9,,
2019-08,3.09,Michigan,2.46,66.3,,
2019-09,3.49,Michigan,5.19,62.3,,
2019-10,4.85,Michigan,5.54,47.5,,
2019-11,5.09,Michigan,2.69,30.8,,
2019-12,5.60,Michigan,3.42,28.4,,
2020-01,5.80,Michigan,2.84,27.0,,
2020-02,4.86,Michigan,1.03,23.7,,
2020-03,4.74,Michigan,2.83,35.0,,
2020-04,4.66,Michigan,3.01,40.2,,
2020-05,4.82,Michigan,4.06,53.2,,
2020-06,4.01,Michigan,3.09,66.0,,
2020-07,4.02,Michigan,3.93,72.5,,
2020-08,3.81,Michigan,3.83,68.6,,
2020-09,3.23,Michigan,3.08,58.2,,
2020-10,3.57,Michigan,3.75,44.4,,
2020-11,-0.22,Michigan,2.17,41.1,,
2020-12,-0.26,Michigan,1.69,28.6,,
2021-01,-0.70,Michigan,1.05,25.0,,
2021-02,-0.78,Michigan,1.28,17.4,,
2021-03,-1.29,Michigan,1.60,36.8,,
2021-04,-1.71,Michigan,2.08,45.1,,
2021-05,-2.14,Michigan,2.03,54.0,,
2021-06,0.63,Michigan,4.93,67.8,,
2021-07,1.45,Michigan,4.14,68.7,,
2021-08,1.60,Michigan,3.94,71.0,,
2021-09,1.47,Michigan,3.64,61.4,,
2021-10,1.67,Michigan,3.89,55.2,,
2021-11,1.24,Michigan,1.76,36.3,,
2021-12,1.59,Michigan,2.54,30.1,,
2022-01,0.89,Michigan,0.95,15.4,,
2022-02,1.18,Michigan,2.02,19.5,,
2022-03,2.02,Michigan,3.38,31.0,,
2022-04,2.54,Michigan,3.52,40.2,,
2022-05,-0.16,Michigan,3.25,57.6,,
2022-06,-0.66,Michigan,2.64,65.0,,
2022-07,-0.71,Michigan,2.96,69.2,,
2022-08,-0.34,Michigan,4.09,68.2,,
2022-09,-1.06,Michigan,2.46,60.9,,
2022-10,-1.07,Michigan,2.92,48.3,,
2022-11,-1.50,Michigan,2.45,38.6,,
2022-12,-1.56,Michigan,1.98,26.9,,
2023-01,0.39,Michigan,2.28,28.2,,
2023-02,1.24,Michigan,2.72,26.5,,
2023-03,1.60,Michigan,2.70,31.5,,
1993-02,2.42,Minnesota,0.30,11.6,,
1993-03,2.09,Minnesota,0.96,25.5,,
1993-04,2.19,Minnesota,2.44,40.4,,
1993-05,2.79,Minnesota,4.37,53.6,,
1993-06,3.75,Minnesota,5.89,60.7,,
1993-07,5.24,Minnesota,6.28,66.0,,
1993-08,5.75,Minnesota,4.90,66.6,,
1993-09,5.37,Minnesota,2.11,51.6,,
1993-10,4.75,Minnesota,0.82,42.1,,
1993-11,4.98,Minnesota,1.66,25.2,,
1993-12,4.70,Minnesota,0.75,15.8,,
1994-01,4.63,Minnesota,0.96,-2.5,,
1994-02,4.26,Minnesota,0.57,6.3,,
1994-03,3.50,Minnesota,0.63,30.2,,
1994-04,3.88,Minnesota,3.30,41.9,,
1994-05,2.64,Minnesota,1.94,57.0,,
1994-06,2.64,Minnesota,4.94,65.8,,
1994-07,3.03,Minnesota,4.33,66.2,,
1994-08,3.01,Minnesota,3.58,63.9,,
1994-09,2.96,Minnesota,3.34,59.9,,
1994-10,3.14,Minnesota,2.80,48.6,,
1994-11,3.19,Minnesota,1.46,33.4,,
1994-12,2.81,Minnesota,0.38,20.4,,
1995-01,2.70,Minnesota,0.65,11.8,,
1995-02,2.48,Minnesota,0.51,12.8,,
1995-03,3.01,Minnesota,2.12,29.0,,
1995-04,2.96,Minnesota,2.01,37.1,,
1995-05,2.68,Minnesota,2.93,53.1,,
1995-06,1.21,Minnesota,2.26,68.4,,
1995-07,2.14,Minnesota,5.64,68.4,,
1995-08,2.41,Minnesota,4.62,69.5,,
1995-09,2.40,Minnesota,3.00,56.0,,
1995-10,3.33,Minnesota,3.71,44.1,,
1995-11,3.34,Minnesota,1.07,21.1,,
1995-12,3.42,Minnesota,0.99,12.3,,
1996-01,4.02,Minnesota,1.65,1.0,,
1996-02,3.84,Minnesota,0.72,12.0,,
1996-03,3.35,Minnesota,0.94,19.3,,
1996-04,2.71,Minnesota,1.06,36.5,,
1996-05,2.61,Minnesota,3.01,51.6,,
1996-06,2.13,Minnesota,3.71,65.3,,
1996-07,2.11,Minnesota,3.43,66.4,,
1996-08,1.38,Minnesota,2.65,67.4,,
1996-09,1.16,Minnesota,2.79,57.6,,
1996-10,1.78,Minnesota,3.36,45.2,,
1996-11,3.03,Minnesota,3.15,20.3,,
1996-12,3.38,Minnesota,1.30,8.8,,
1997-01,3.94,Minnesota,1.59,4.5,,
1997-02,3.42,Minnesota,0.30,15.0,,
1997-03,3.26,Minnesota,1.32,24.0,,
1997-04,2.74,Minnesota,1.47,38.8,,
1997-05,2.28,Minnesota,2.16,49.6,,
1997-06,1.95,Minnesota,4.18,67.0,,
1997-07,2.79,Minnesota,5.09,68.0,,
1997-08,2.46,Minnesota,2.96,64.9,,
1997-09,1.99,Minnesota,2.46,59.9,,
1997-10,2.07,Minnesota,2.41,46.3,,
1997-11,1.83,Minnesota,0.99,24.9,,
1997-12,1.37,Minnesota,0.27,23.9,,
1998-01,1.49,Minnesota,0.92,14.0,,
1998-02,1.86,Minnesota,1.08,28.8,,
1998-03,2.10,Minnesota,1.64,27.5,,
1998-04,1.21,Minnesota,1.56,46.8,,
1998-05,1.07,Minnesota,3.78,60.4,,
1998-06,1.81,Minnesota,5.36,62.1,,
1998-07,-0.03,Minnesota,3.17,69.0,,
1998-08,-0.33,Minnesota,3.09,68.9,,
1998-09,-1.18,Minnesota,1.68,62.4,,
1998-10,1.07,Minnesota,4.29,47.7,,
1998-11,1.42,Minnesota,1.66,31.9,,
1998-12,1.40,Minnesota,0.60,19.4,,
1999-01,1.81,Minnesota,1.15,7.6,,
1999-02,1.63,Minnesota,0.44,23.2,,
1999-03,1.58,Minnesota,1.22,30.4,,
1999-04,1.66,Minnesota,2.81,44.7,,
1999-05,2.42,Minnesota,4.94,56.8,,
1999-06,2.33,Minnesota,4.30,64.4,,
1999-07,3.30,Minnesota,5.62,71.3,,
1999-08,3.53,Minnesota,4.09,66.3,,
1999-09,3.78,Minnesota,3.38,56.4,,
1999-10,3.35,Minnesota,1.07,44.2,,
1999-11,2.52,Minnesota,0.32,37.6,,
1999-12,2.09,Minnesota,0.33,21.4,,
2000-01,1.97,Minnesota,0.58,10.3,,
2000-02,2.26,Minnesota,1.03,22.8,,
2000-03,1.81,Minnesota,1.21,36.4,,
2000-04,1.19,Minnesota,1.44,42.2,,
2000-05,1.25,Minnesota,3.65,56.7,,
2000-06,1.84,Minnesota,4.99,61.5,,
2000-07,1.99,Minnesota,3.79,68.6,,
2000-08,1.85,Minnesota,3.47,67.6,,
2000-09,1.09,Minnesota,1.53,56.6,,
2000-10,0.86,Minnesota,1.97,48.2,,
2000-11,2.14,Minnesota,3.39,28.4,,
2000-12,2.30,Minnesota,0.93,2.5,,
2001-01,2.37,Minnesota,0.83,16.0,,
2001-02,2.84,Minnesota,1.30,6.7,,
2001-03,2.16,Minnesota,0.55,24.2,,
2001-04,3.81,Minnesota,5.30,43.4,,
2001-05,3.85,Minnesota,4.06,56.6,,
2001-06,-0.11,Minnesota,3.89,65.1,,
2001-07,-0.13,Minnesota,3.37,70.4,,
2001-08,-0.58,Minnesota,3.01,69.3,,
2001-09,-0.87,Minnesota,2.30,57.4,,
2001-10,-0.80,Minnesota,2.04,44.5,,
2001-11,-0.79,Minnesota,2.07,40.7,,
2001-12,-0.98,Minnesota,0.56,22.3,,
2002-01,-1.38,Minnesota,0.23,18.1,,
2002-02,-1.44,Minnesota,0.58,23.8,,
2002-03,-1.43,Minnesota,1.24,19.5,,
2002-04,0.18,Minnesota,2.24,40.4,,
2002-05,0.04,Minnesota,2.28,49.8,,
2002-06,1.01,Minnesota,6.14,67.0,,
2002-07,1.70,Minnesota,4.94,72.2,,
2002-08,2.75,Minnesota,5.28,66.5,,
2002-09,2.38,Minnesota,2.35,60.5,,
2002-10,3.15,Minnesota,2.63,37.7,,
2002-11,-0.19,Minnesota,0.26,27.8,,
2002-12,-0.18,Minnesota,0.42,21.2,,
2003-01,-0.32,Minnesota,0.23,10.1,,
2003-02,-0.29,Minnesota,0.44,9.9,,
2003-03,-0.38,Minnesota,0.89,25.8,,
2003-04,-0.48,Minnesota,2.05,43.4,,
2003-05,0.31,Minnesota,3.57,54.3,,
2003-06,0.72,Minnesota,4.73,63.6,,
2003-07,-0.01,Minnesota,3.19,68.8,,
2003-08,-1.35,Minnesota,1.41,70.2,,
2003-09,-1.35,Minnesota,2.90,57.9,,
2003-10,-1.91,Minnesota,1.14,47.0,,
2003-11,-2.33,Minnesota,0.96,26.6,,
2003-12,-2.60,Minnesota,0.69,20.6,,
2004-01,-2.81,Minnesota,0.76,5.1,,
2004-02,-2.83,Minnesota,0.82,16.7,,
2004-03,-2.83,Minnesota,1.55,30.9,,
2004-04,-3.12,Minnesota,1.37,43.7,,
2004-05,1.73,Minnesota,5.63,51.2,,
2004-06,1.13,Minnesota,2.76,60.7,,
2004-07,1.58,Minnesota,4.19,66.7,,
2004-08,1.47,Minnesota,2.88,60.9,,
2004-09,2.62,Minnesota,5.52,62.1,,
2004-10,3.17,Minnesota,2.88,46.8,,
2004-11,2.81,Minnesota,0.63,34.0,,
2004-12,2.86,Minnesota,0.88,16.8,,
2005-01,3.31,Minnesota,1.39,7.6,,
2005-02,3.23,Minnesota,0.75,20.3,,
2005-03,2.68,Minnesota,0.78,26.2,,
2005-04,1.89,Minnesota,1.91,47.7,,
2005-05,2.42,Minnesota,4.06,52.4,,
2005-06,2.84,Minnesota,5.61,67.4,,
2005-07,2.11,Minnesota,2.59,70.6,,
2005-08,1.84,Minnesota,3.42,66.4,,
2005-09,2.31,Minnesota,4.46,61.6,,
2005-10,2.67,Minnesota,2.96,47.8,,
2005-11,3.57,Minnesota,2.57,32.2,,
2005-12,3.72,Minnesota,1.10,16.6,,
2006-01,3.39,Minnesota,0.50,24.1,,
2006-02,3.12,Minnesota,0.54,12.7,,
2006-03,3.27,Minnesota,1.69,29.4,,
2006-04,-0.15,Minnesota,2.64,48.8,,
2006-05,-0.54,Minnesota,2.64,56.8,,
2006-06,-1.36,Minnesota,2.65,65.7,,
2006-07,-2.49,Minnesota,2.00,73.1,,
2006-08,-2.54,Minnesota,3.62,67.7,,
2006-09,-2.28,Minnesota,3.16,56.3,,
2006-10,-2.50,Minnesota,1.19,42.2,,
2006-11,-2.95,Minnesota,0.86,32.0,,
2006-12,-2.72,Minnesota,1.29,23.8,,
2007-01,-3.07,Minnesota,0.44,14.5,,
2007-02,-2.83,Minnesota,1.08,7.7,,
2007-03,-2.22,Minnesota,2.17,31.7,,
2007-04,-1.77,Minnesota,2.39,41.2,,
2007-05,-1.90,Minnesota,3.04,58.7,,
2007-06,-2.17,Minnesota,3.58,67.2,,
2007-07,-2.84,Minnesota,2.17,70.6,,
2007-08,0.14,Minnesota,4.10,66.5,,
2007-09,0.54,Minnesota,4.05,59.2,,
2007-10,1.81,Minnesota,4.68,49.4,,
2007-11,1.32,Minnesota,0.28,30.4,,
2007-12,1.72,Minnesota,1.23,11.6,,
2008-01,1.37,Minnesota,0.21,8.5,,
2008-02,1.20,Minnesota,0.40,9.4,,
2008-03,0.85,Minnesota,0.77,23.5,,
2008-04,1.66,Minnesota,3.30,39.6,,
2008-05,1.56,Minnesota,2.82,51.5,,
2008-06,1.97,Minnesota,4.88,62.9,,
2008-07,1.67,Minnesota,2.99,68.4,,
2008-08,0.74,Minnesota,2.12,66.8,,
2008-09,0.83,Minnesota,3.36,58.7,,
2008-10,1.54,Minnesota,3.46,46.0,,
2008-11,1.79,Minnesota,1.55,30.8,,
2008-12,2.41,Minnesota,1.48,6.9,,
2009-01,2.30,Minnesota,0.60,2.2,,
2009-02,2.55,Minnesota,1.04,15.0,,
2009-03,3.44,Minnesota,2.60,26.0,,
2009-04,-0.31,Minnesota,1.60,41.8,,
2009-05,-0.97,Minnesota,1.74,53.4,,
2009-06,-1.18,Minnesota,3.35,62.3,,
2009-07,-1.26,Minnesota,2.77,64.1,,
2009-08,-0.84,Minnesota,3.88,64.2,,
2009-09,-1.83,Minnesota,1.38,62.6,,
2009-10,1.85,Minnesota,5.06,39.9,,
2009-11,1.45,Minnesota,0.75,37.8,,
2009-12,2.21,Minnesota,1.62,12.0,,
2010-01,2.34,Minnesota,0.89,8.8,,
2010-02,2.22,Minnesota,0.58,12.8,,
2010-03,-0.37,Minnesota,0.95,35.8,,
2010-04,-1.36,Minnesota,1.35,50.0,,
2010-05,-1.31,Minnesota,3.15,56.0,,
2010-06,0.61,Minnesota,5.21,63.8,,
2010-07,1.43,Minnesota,4.95,70.4,,
2010-08,1.89,Minnesota,4.55,70.2,,
2010-09,3.97,Minnesota,6.41,55.0,,
2010-10,3.98,Minnesota,2.25,49.1,,
2010-11,4.13,Minnesota,1.38,30.7,,
2010-12,4.73,Minnesota,1.77,11.5,,
2011-01,4.73,Minnesota,1.05,5.0,,
2011-02,4.44,Minnesota,0.68,13.2,,
2011-03,4.08,Minnesota,1.19,23.6,,
2011-04,4.05,Minnesota,2.70,41.6,,
2011-05,4.32,Minnesota,4.14,53.6,,
2011-06,4.04,Minnesota,4.18,63.4,,
2011-07,4.23,Minnesota,4.68,72.7,,
2011-08,-0.40,Minnesota,2.73,68.2,,
2011-09,-1.22,Minnesota,1.21,57.5,,
2011-10,-1.95,Minnesota,0.98,49.9,,
2011-11,-2.76,Minnesota,0.34,32.9,,
2011-12,-3.21,Minnesota,0.47,22.7,,
2012-01,-3.63,Minnesota,0.56,18.4,,
2012-02,-3.47,Minnesota,1.18,22.4,,
2012-03,-4.26,Minnesota,1.63,41.8,,
2012-04,-4.00,Minnesota,2.76,45.5,,
2012-05,-2.18,Minnesota,5.96,58.3,,
2012-06,-1.92,Minnesota,4.36,66.8,,
2012-07,-2.00,Minnesota,3.28,74.3,,
2012-08,-2.71,Minnesota,2.04,66.7,,
2012-09,-3.77,Minnesota,0.61,57.3,,
2012-10,-3.57,Minnesota,1.88,43.2,,
2012-11,-3.86,Minnesota,0.87,30.9,,
2012-12,-3.69,Minnesota,1.04,16.8,,
2013-01,-3.49,Minnesota,1.01,11.4,,
2013-02,0.14,Minnesota,1.16,13.0,,
2013-03,0.37,Minnesota,1.70,20.6,,
2013-04,1.43,Minnesota,3.05,34.0,,
2013-05,2.15,Minnesota,4.39,53.2,,
2013-06,2.61,Minnesota,5.22,63.9,,
2013-07,-0.20,Minnesota,2.86,69.0,,
2013-08,-1.18,Minnesota,1.84,67.8,,
2013-09,-1.59,Minnesota,2.45,61.5,,
2013-10,0.63,Minnesota,3.34,44.9,,
2013-11,0.14,Minnesota,0.62,27.6,,
2013-12,0.48,Minnesota,1.37,5.0,,
2014-01,0.59,Minnesota,0.80,2.3,,
2014-02,0.87,Minnesota,0.86,3.8,,
2014-03,0.64,Minnesota,0.87,19.6,,
2014-04,1.79,Minnesota,3.70,38.4,,
2014-05,1.88,Minnesota,3.51,54.3,,
2014-06,3.83,Minnesota,8.07,65.0,,
2014-07,-0.29,Minnesota,2.50,66.7,,
2014-08,-0.12,Minnesota,3.72,67.1,,
2014-09,-0.38,Minnesota,2.36,58.5,,
2014-10,-0.80,Minnesota,1.19,46.2,,
2014-11,-1.18,Minnesota,0.81,21.4,,
2014-12,-1.31,Minnesota,0.73,20.4,,
2015-01,-1.57,Minnesota,0.49,13.7,,
2015-02,-1.75,Minnesota,0.47,5.6,,
2015-03,-2.30,Minnesota,0.60,30.7,,
2015-04,-2.77,Minnesota,1.39,44.6,,
2015-05,1.30,Minnesota,5.30,54.2,,
2015-06,1.04,Minnesota,3.80,64.7,,
2015-07,1.34,Minnesota,4.07,69.5,,
2015-08,1.54,Minnesota,3.89,65.9,,
2015-09,1.08,Minnesota,2.71,63.8,,
2015-10,1.00,Minnesota,2.15,47.9,,
2015-11,1.63,Minnesota,2.68,36.5,,
2015-12,2.57,Minnesota,1.91,24.8,,
2016-01,2.39,Minnesota,0.54,12.6,,
2016-02,2.39,Minnesota,0.74,19.9,,
2016-03,2.54,Minnesota,1.96,35.7,,
2016-04,2.27,Minnesota,2.15,42.5,,
2016-05,1.57,Minnesota,2.53,56.7,,
2016-06,1.33,Minnesota,4.15,65.6,,
2016-07,2.65,Minnesota,6.07,69.3,,
2016-08,3.51,Minnesota,5.31,68.1,,
2016-09,4.28,Minnesota,4.62,60.7,,
2016-10,4.25,Minnesota,2.17,48.2,,
2016-11,4.18,Minnesota,1.72,40.2,,
2016-12,4.63,Minnesota,1.58,15.3,,
2017-01,4.58,Minnesota,0.98,14.6,,
2017-02,4.55,Minnesota,0.97,23.9,,
2017-03,3.89,Minnesota,0.81,28.2,,
2017-04,3.56,Minnesota,2.50,44.4,,
2017-05,3.34,Minnesota,3.21,53.6,,
2017-06,2.83,Minnesota,3.76,65.0,,
2017-07,2.15,Minnesota,2.64,69.2,,
2017-08,3.01,Minnesota,5.23,64.0,,
2017-09,3.13,Minnesota,3.72,60.8,,
2017-10,3.67,Minnesota,3.26,47.1,,
2017-11,3.26,Minnesota,0.51,27.4,,
2017-12,3.13,Minnesota,0.71,13.4,,
2018-01,2.92,Minnesota,0.57,10.4,,
2018-02,3.10,Minnesota,1.02,8.6,,
2018-03,2.86,Minnesota,1.17,27.5,,
