County_name,State_name,County_code,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Median_gross_rent,Households_no_internet,Households_internet_subscription,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting,Calculated_Total,Total_matches
"Placer County, California",06,061,2020,391799,145714,200408,191391,42.2,93677,74031.0,26834.0,8700.0,2957.0,182516,7917,190433,2.66,495900,1616,9730.0,132830.0,1453,87116,71642,156423,76618,1080,391799,True
"Plumas County, California",06,063,2020,18844,8332,9396,9448,51.9,57233,2273.0,1092.0,134.0,67.0,7754,524,8278,2.21,259300,944,1232.0,6835.0,31,3172,2996,7459,5217,417,18844,True
"Riverside County, California",06,065,2020,2437864,736413,1222631,1215233,35.8,70732,236902.0,93993.0,23271.0,14974.0,1050497,82367,1132864,3.26,368100,1447,61872.0,658988.0,7117,613823,576550,895116,352375,12858,2437864,True
"Sacramento County, California",06,067,2020,1537948,547519,785850,752098,36.4,70684,214265.0,76386.0,25570.0,11830.0,715240,48974,764214,2.77,373000,1333,41297.0,496049.0,2315,363852,373235,584342,216519,5043,1537948,True
"San Benito County, California",06,069,2020,61547,18389,30562,30985,35.7,85808,5857.0,1542.0,447.0,195.0,29575,2409,31984,3.33,588500,1533,1316.0,16859.0,319,15844,14233,23658,7812,1917,61547,True
"San Bernardino County, California",06,071,2020,2162532,640090,1085931,1076601,33.6,65761,190544.0,74473.0,17044.0,10176.0,926877,72961,999838,3.3,348500,1338,56066.0,560825.0,3625,570845,554315,787340,250032,5217,2162532,True
"San Diego County, California",06,073,2020,3323970,1130703,1649458,1674512,36.1,82426,547105.0,231841.0,65763.0,48939.0,1589275,104435,1693710,2.86,595600,1732,71934.0,1039972.0,15857,718250,888729,1249254,467737,11231,3323970,True
"San Francisco County, California",06,075,2020,874784,362141,428538,446246,38.3,119136,244101.0,110519.0,35273.0,19448.0,521465,25625,547090,2.36,1152300,2010,29449.0,324575.0,1116,117363,265858,353406,138157,745,874784,True
"San Joaquin County, California",06,077,2020,751615,231092,376974,374641,34.4,68628,61634.0,21067.0,5682.0,2725.0,319808,24994,344802,3.18,367900,1286,26399.0,199545.0,2718,203670,177851,274145,95949,14252,751615,True
"San Luis Obispo County, California",06,079,2020,282517,106244,139582,142935,39.5,77948,42392.0,17401.0,5807.0,2935.0,131426,6154,137580,2.51,605200,1535,8700.0,95071.0,979,49949,75335,100533,56700,3596,282517,True
"San Mateo County, California",06,081,2020,765623,263351,386376,379247,39.8,128091,162985.0,79579.0,23199.0,22119.0,413687,17209,430896,2.87,1163100,2435,15578.0,244069.0,951,156769,170330,314707,123817,2018,765623,True
"Santa Clara County, California",06,085,2020,1924379,635314,949638,974741,37.2,130890,374303.0,247493.0,37780.0,57358.0,1003304,44527,1047831,2.97,1061900,2386,32536.0,592128.0,4425,421988,474347,768056,259988,4720,1924379,True
"Santa Cruz County, California",06,087,2020,273170,96275,137937,135233,38.2,89986,43990.0,20913.0,5518.0,5014.0,137107,8880,145987,2.7,787000,1843,7171.0,87157.0,896,52286,74088,101883,44913,6620,273170,True
"Sierra County, California",06,091,2020,2898,1250,1424,1474,54.0,52103,202.0,164.0,71.0,9.0,1296,98,1394,2.29,229400,1032,230.0,946.0,0,444,384,1253,817,171,2898,True
"Solano County, California",06,095,2020,444538,151191,223308,221230,38.3,84638,56808.0,19083.0,4948.0,2302.0,209436,13075,222511,2.87,437900,1684,9578.0,139106.0,2633,98625,103855,172090,69968,2636,444538,True
"Sonoma County, California",06,097,2020,496801,188958,254144,242657,42.4,86173,82070.0,31999.0,11346.0,5419.0,253919,12297,266216,2.58,640000,1743,12642.0,172720.0,1508,97601,104097,197642,97461,5946,496801,True
"Sutter County, California",06,101,2020,96315,32586,48225,48090,35.8,63502,8301.0,2921.0,987.0,427.0,40468,3374,43842,2.92,306000,1095,4086.0,27944.0,578,24979,21856,34689,14791,3763,96315,True
"Tehama County, California",06,103,2020,64176,24661,32327,31849,40.6,48895,5566.0,1501.0,550.0,81.0,24951,2427,27378,2.57,231500,972,3994.0,19931.0,204,15329,12467,23673,12707,1622,64176,True
"Tulare County, California",06,107,2020,463955,139044,231997,231958,31.2,52534,26811.0,9559.0,2532.0,945.0,183876,20214,204090,3.3,223600,974,21867.0,113948.0,1111,142777,112995,155357,52826,28534,463955,True
"Tuolumne County, California",06,109,2020,54147,22937,26124,28023,48.7,60509,6019.0,2318.0,569.0,346.0,20909,1646,22555,2.21,314300,1025,2968.0,19374.0,185,8986,10443,20609,14109,470,54147,True
"Yolo County, California",06,113,2020,218774,74614,112772,106002,31.1,73746,28050.0,14484.0,5707.0,6582.0,100638,5953,106591,2.82,456800,1369,5783.0,66967.0,1364,45977,73917,71566,27314,4034,218774,True
"Yuba County, California",06,115,2020,77524,26434,38177,39347,33.0,59424,6196.0,2036.0,340.0,243.0,29508,2257,31765,2.88,273600,1015,3023.0,22805.0,467,21355,19556,27025,9588,1266,77524,True
"Mono County, California",06,051,2020,14395,5196,6688,7707,39.5,64924,2152.0,478.0,510.0,68.0,8051,202,8253,2.7,385500,1248,433.0,4623.0,2,2983,3257,5957,2198,162,14395,True
"Amador County, California",06,005,2020,39023,14844,17944,21079,49.9,65187,3797.0,939.0,660.0,177.0,14280,853,15133,2.39,329300,1057,1812.0,12555.0,139,5962,6563,15961,10537,554,39023,True
"Calaveras County, California",06,009,2020,45828,16958,22919,22909,52.8,67054,4774.0,1477.0,482.0,278.0,17264,949,18213,2.67,340000,1354,1977.0,14387.0,152,7618,6928,18442,12840,576,45828,True
"Del Norte County, California",06,015,2020,27692,9805,12947,14745,40.0,49981,1870.0,732.0,295.0,145.0,9161,625,9786,2.54,227500,946,1192.0,8216.0,39,6003,5791,10974,4924,544,27692,True
"Glenn County, California",06,021,2020,28060,10216,13692,14368,35.9,51682,2054.0,334.0,156.0,66.0,11840,712,12552,2.72,242200,810,2281.0,7574.0,99,7491,6092,9884,4593,2614,28060,True
"Inyo County, California",06,027,2020,17930,7954,8691,9239,45.3,59296,2161.0,1008.0,111.0,186.0,8061,330,8391,2.18,258200,938,1111.0,6622.0,35,3722,2988,7048,4172,286,17930,True
"Lake County, California",06,033,2020,64276,25508,32177,32099,45.3,49254,5159.0,1745.0,607.0,259.0,23924,2819,26743,2.48,238000,1028,4319.0,20721.0,207,13528,11113,24950,14685,1453,64276,True
"Los Angeles County, California",06,037,2020,10040682,3332504,5091117,4949565,36.7,71358,1506714.0,542385.0,173552.0,95031.0,4908826,338720,5247546,2.96,615500,1534,343655.0,2904482.0,11378,2178559,2582242,3909740,1370141,18493,10040682,True
"Santa Barbara County, California",06,083,2020,444895,148309,222371,222524,33.8,78925,57549.0,24717.0,7184.0,7097.0,212400,12848,225248,2.86,610300,1697,10978.0,133741.0,659,99039,129493,148343,68020,17865,444895,True
"Shasta County, California",06,089,2020,179267,70845,91115,88152,41.7,57139,18808.0,6192.0,2413.0,684.0,73991,4646,78637,2.48,261000,1075,8423.0,60393.0,362,38668,36642,67034,36923,1469,179267,True
"Siskiyou County, California",06,093,2020,43516,19195,21858,21658,47.7,47403,4593.0,1643.0,581.0,211.0,16597,1325,17922,2.24,214300,878,2892.0,15878.0,110,8800,7366,16367,10983,1614,43516,True
"Stanislaus County, California",06,099,2020,546235,174826,275703,270532,34.3,62873,42776.0,12207.0,4379.0,1950.0,231043,22357,253400,3.09,314100,1210,20281.0,151610.0,1138,148177,131088,195740,71230,11906,546235,True
"Trinity County, California",06,105,2020,12541,5896,6172,6369,52.4,41780,1223.0,370.0,89.0,186.0,4193,417,4610,2.08,285700,813,1463.0,4219.0,4,2161,1693,5180,3507,295,12541,True
"Ventura County, California",06,111,2020,845599,271639,427008,418591,38.5,89295,123510.0,48132.0,13746.0,8851.0,411295,22114,433409,3.06,609200,1854,23433.0,243871.0,1417,193847,192040,328040,131672,20239,845599,True
"Alameda County, California",06,001,2021,1673133,581683,845577,827556,38.0,112017,337847.0,181206.0,36650.0,36967.0,874563,46498,921061,2.82,870100,2043,35577.0,537172.0,3069,344088,408580,686469,233996,2716,1673133,True
"Alpine County, California",06,003,2021,1344,434,613,731,48.2,96000,200.0,84.0,56.0,41.0,522,53,575,3.01,378200,-666666666,23.0,385.0,22,289,186,490,379,30,1344,True
"Amador County, California",06,005,2021,40095,15394,18135,21960,49.7,69955,4317.0,1119.0,583.0,173.0,15114,1099,16213,2.38,349500,1126,1613.0,13383.0,207,6114,6725,16552,10704,523,40095,True
"Butte County, California",06,007,2021,217884,85292,109716,108168,36.6,59863,27819.0,9170.0,3507.0,1813.0,96203,7446,103649,2.48,325600,1172,7116.0,76141.0,1098,44310,59591,74789,39194,3760,217884,True
"Calaveras County, California",06,009,2021,45349,16809,22775,22574,52.3,70119,4876.0,1439.0,412.0,232.0,16631,1215,17846,2.67,354600,1430,1728.0,14498.0,248,7722,6764,18146,12717,645,45349,True
"Colusa County, California",06,011,2021,21780,7303,10638,11142,35.6,61861,1558.0,361.0,75.0,49.0,9538,559,10097,2.95,300500,974,1360.0,5786.0,179,5936,4771,7902,3171,2009,21780,True
"Contra Costa County, California",06,013,2021,1161643,405106,590637,571006,39.9,110455,218293.0,93424.0,25108.0,17836.0,570386,35366,605752,2.84,689000,2061,18230.0,381325.0,6319,263508,238382,475722,184031,2821,1161643,True
"Del Norte County, California",06,015,2021,27655,9531,12894,14761,40.1,53280,2070.0,743.0,223.0,140.0,9245,750,9995,2.62,237700,999,835.0,8449.0,44,5990,5720,11004,4941,604,27655,True
"El Dorado County, California",06,017,2021,190568,74535,95363,95205,46.2,88770,34494.0,11238.0,3892.0,1739.0,87325,4295,91620,2.53,510200,1409,6155.0,67292.0,912,38068,32337,79282,40881,1225,190568,True
"Fresno County, California",06,019,2021,1003150,314421,500456,502694,32.6,61276,93209.0,29946.0,12040.0,4988.0,415669,40039,455708,3.14,288100,1098,40770.0,263809.0,6719,286311,249380,345619,121840,37123,1003150,True
"Glenn County, California",06,021,2021,28675,9753,14126,14549,35.5,56332,2226.0,353.0,74.0,72.0,12172,924,13096,2.91,262600,954,1533.0,8075.0,189,7769,6290,9979,4637,2351,28675,True
"Humboldt County, California",06,023,2021,137014,53729,68610,68404,39.1,53350,19376.0,6442.0,2137.0,1308.0,60195,6223,66418,2.48,344800,1079,5523.0,47295.0,286,26244,35269,50734,24767,3250,137014,True
"Imperial County, California",06,025,2021,180051,45541,87362,92689,32.5,49078,12239.0,3297.0,941.0,281.0,58404,9461,67865,3.73,219800,892,5706.0,38931.0,62,51865,44475,60630,23081,5383,180051,True
"Inyo County, California",06,027,2021,18804,7832,9258,9546,44.5,60925,2217.0,1163.0,155.0,214.0,8356,377,8733,2.31,291400,988,1070.0,6516.0,35,3996,3094,7356,4358,259,18804,True
"Kern County, California",06,029,2021,905644,274705,439805,465839,32.1,58824,63839.0,24163.0,6185.0,3049.0,353637,34404,388041,3.19,241400,1063,32690.0,236173.0,3710,262988,229761,313875,99020,41115,905644,True
"Kings County, California",06,031,2021,151887,43286,68015,83872,32.1,63267,9159.0,2945.0,883.0,511.0,52477,5259,57736,3.17,243300,1098,5554.0,36932.0,647,41348,41723,53162,15654,8398,151887,True
"Lake County, California",06,033,2021,67749,26307,33693,34056,44.6,53399,5747.0,1915.0,592.0,303.0,25509,2860,28369,2.54,260600,1116,3762.0,21944.0,272,14489,11848,26054,15358,1442,67749,True
"Lassen County, California",06,035,2021,32949,8910,11588,21361,37.3,59292,2098.0,391.0,259.0,115.0,8639,640,9279,2.58,211300,969,1240.0,7538.0,13,5416,9622,13055,4856,435,32949,True
"Los Angeles County, California",06,037,2021,10019635,3342811,5055907,4963728,37.0,76367,1530075.0,553854.0,175089.0,97554.0,4885032,367715,5252747,2.94,647000,1653,289919.0,2976225.0,13107,2169083,2534428,3943907,1372217,19293,10019635,True
"Madera County, California",06,039,2021,156304,43578,80293,76011,34.3,66709,11366.0,3283.0,1005.0,490.0,58744,6859,65603,3.4,284800,1120,4620.0,38063.0,753,43188,36256,55207,21653,8504,156304,True
"Marin County, California",06,041,2021,262387,103751,133243,129144,47.1,131008,65270.0,30810.0,13508.0,6319.0,130613,7097,137710,2.46,1118300,2307,4424.0,97354.0,625,52454,39887,111370,58676,1035,262387,True
"Mariposa County, California",06,043,2021,17225,7588,8410,8815,51.6,53304,2624.0,957.0,192.0,128.0,7040,756,7796,2.12,302600,1058,1105.0,6258.0,68,2896,2767,6701,4861,225,17225,True
"Mendocino County, California",06,045,2021,91534,34183,46010,45524,43.6,56378,9612.0,4312.0,1367.0,671.0,38972,3606,42578,2.61,417100,1176,4440.0,28731.0,280,19587,16819,34631,20497,2520,91534,True
"Merced County, California",06,047,2021,279150,81618,137444,141706,31.3,58861,15979.0,5065.0,1388.0,827.0,108194,13492,121686,3.35,288400,1125,7429.0,72405.0,985,82578,71531,94053,30988,12253,279150,True
"Modoc County, California",06,049,2021,8723,3413,4335,4388,47.8,51090,864.0,320.0,80.0,29.0,2993,328,3321,2.42,152400,748,737.0,2607.0,0,1709,1503,3058,2453,620,8723,True
"Mono County, California",06,051,2021,13291,5361,6007,7284,40.3,71138,1833.0,452.0,446.0,73.0,7097,178,7275,2.42,390100,1228,256.0,4866.0,2,2647,2810,5843,1991,196,13291,True
"Monterey County, California",06,053,2021,438953,129977,214658,224295,34.9,82013,44514.0,19979.0,5981.0,3837.0,189807,11019,200826,3.24,596400,1718,9860.0,117899.0,1056,115434,104556,159024,59939,29444,438953,True
"Napa County, California",06,055,2021,138795,48745,69255,69540,42.1,97498,24141.0,7850.0,3171.0,1302.0,70147,3603,73750,2.77,685500,1880,2978.0,44809.0,438,28404,28743,54893,26755,3378,138795,True
"Nevada County, California",06,057,2021,102090,40877,51513,50577,50.1,74617,19385.0,7595.0,2182.0,1229.0,46744,2042,48786,2.47,474100,1380,3746.0,36494.0,366,17577,15866,40623,28024,680,102090,True
"Orange County, California",06,059,2021,3182923,1057592,1604231,1578692,38.5,100485,585008.0,233094.0,67813.0,39449.0,1596831,91539,1688370,2.97,738100,2057,55925.0,984196.0,6345,699691,740513,1270304,472415,9490,3182923,True
"Placer County, California",06,061,2021,400330,149714,203418,196912,42.1,99734,76411.0,28359.0,9227.0,3254.0,185819,8303,194122,2.65,539400,1734,8568.0,137920.0,1704,89446,72358,160756,77770,1290,400330,True
"Plumas County, California",06,063,2021,19631,8231,9718,9913,51.8,57885,2233.0,958.0,161.0,112.0,7760,697,8457,2.34,268900,1031,1122.0,6867.0,36,3421,3026,7638,5546,409,19631,True
"Riverside County, California",06,065,2021,2409331,740506,1201934,1207397,36.0,76066,238066.0,95317.0,22386.0,14363.0,1045030,81362,1126392,3.2,390400,1552,51769.0,673262.0,8215,606535,563164,894154,345478,12671,2409331,True
"Sacramento County, California",06,067,2021,1571767,559036,798959,772808,36.6,76422,221577.0,80182.0,27086.0,12860.0,732788,51448,784236,2.77,398300,1434,35011.0,514458.0,2809,372547,375839,602281,221100,5569,1571767,True
"San Benito County, California",06,069,2021,63329,19144,31323,32006,35.7,95606,6305.0,1503.0,383.0,269.0,30951,2379,33330,3.29,623000,1703,1276.0,17660.0,495,16452,14409,24402,8066,1898,63329,True
"San Bernardino County, California",06,071,2021,2171071,651743,1085470,1085601,33.8,70287,197308.0,77272.0,16492.0,10819.0,934832,75447,1010279,3.26,370700,1427,47922.0,582935.0,4775,573984,549527,796653,250907,4960,2171071,True
"San Diego County, California",06,073,2021,3296317,1139899,1628153,1668164,36.3,88240,552537.0,237251.0,64813.0,51854.0,1572927,110391,1683318,2.81,627200,1842,59974.0,1061689.0,17463,713838,866039,1251576,464864,10298,3296317,True
"San Francisco County, California",06,075,2021,865933,361222,422280,443653,38.7,126187,243795.0,110417.0,35420.0,20420.0,511902,28573,540475,2.34,1194500,2130,25524.0,327731.0,1182,118194,254432,355354,137953,821,865933,True
"San Joaquin County, California",06,077,2021,771406,234662,385149,386257,34.6,74962,64170.0,21608.0,6014.0,3291.0,327491,25714,353205,3.21,391500,1387,22582.0,206756.0,3261,209515,180607,283761,97523,15458,771406,True
"San Luis Obispo County, California",06,079,2021,282771,106790,139128,143643,39.7,82514,43001.0,17670.0,6143.0,3106.0,130139,7059,137198,2.5,630600,1654,7346.0,97098.0,1173,50215,74626,100696,57234,3942,282771,True
"San Mateo County, California",06,081,2021,762488,264892,382862,379626,40.0,136837,162209.0,80466.0,22764.0,23962.0,409344,19757,429101,2.84,1225900,2599,13505.0,247932.0,1088,155785,167106,315728,123869,1849,762488,True
"Santa Barbara County, California",06,083,2021,447651,147446,222637,225014,33.9,84356,58791.0,24596.0,7239.0,7010.0,211109,13803,224912,2.89,625200,1810,9535.0,134325.0,811,100508,128972,149950,68221,17223,447651,True
"Santa Clara County, California",06,085,2021,1932022,646847,948198,983824,37.5,140258,375482.0,258731.0,39036.0,60701.0,1007768,46957,1054725,2.93,1134400,2530,27636.0,609701.0,5321,422063,470169,777901,261889,4904,1932022,True
"Santa Cruz County, California",06,087,2021,272138,96476,136707,135431,38.5,96093,43339.0,21042.0,5697.0,5320.0,136507,9311,145818,2.69,826500,1925,6030.0,88509.0,937,51985,73116,101252,45785,6690,272138,True
"Shasta County, California",06,089,2021,181935,71314,91994,89941,41.5,61937,19506.0,6444.0,2379.0,712.0,75545,5274,80819,2.51,281600,1140,7024.0,62300.0,510,39623,36821,68311,37180,1427,181935,True
"Sierra County, California",06,091,2021,3079,1151,1638,1441,45.9,56152,259.0,140.0,116.0,0.0,1387,137,1524,2.65,231400,978,199.0,850.0,0,475,564,1185,855,198,3079,True
"Siskiyou County, California",06,093,2021,44151,18598,21933,22218,47.1,49857,4595.0,1630.0,465.0,243.0,16554,1414,17968,2.34,229600,893,2599.0,15525.0,115,8981,7363,16557,11250,1525,44151,True
"Solano County, California",06,095,2021,451432,153632,225553,225879,38.5,89648,58967.0,19908.0,5418.0,2688.0,212151,13430,225581,2.87,464000,1802,8226.0,142735.0,2928,100496,103557,175686,71693,2188,451432,True
"Sonoma County, California",06,097,2021,492498,188841,250600,241898,42.5,91607,82579.0,32790.0,11634.0,5342.0,251382,13428,264810,2.56,665800,1856,10343.0,175057.0,1711,96796,101333,196554,97815,6124,492498,True
"Stanislaus County, California",06,099,2021,550842,175067,276477,274365,34.4,68368,42993.0,12737.0,4558.0,2301.0,234325,21517,255842,3.12,338300,1315,16406.0,155662.0,1405,150291,130646,198560,71345,11456,550842,True
"Sutter County, California",06,101,2021,99080,32703,49302,49778,35.8,67003,8650.0,2961.0,913.0,447.0,41668,3431,45099,3.0,326300,1167,3746.0,28425.0,665,25779,22407,35831,15063,3578,99080,True
"Tehama County, California",06,103,2021,65345,24551,32815,32530,40.0,52901,5587.0,1452.0,507.0,81.0,26019,2297,28316,2.63,243600,1028,3421.0,20377.0,285,15739,12749,24063,12794,2092,65345,True
"Trinity County, California",06,105,2021,15818,5492,7739,8079,53.9,42206,1443.0,566.0,76.0,239.0,5413,332,5745,2.83,300800,869,1104.0,4228.0,5,2573,2281,6574,4390,564,15818,True
"Tulare County, California",06,107,2021,470999,139631,234574,236425,31.3,57394,28347.0,10735.0,2472.0,778.0,187269,21293,208562,3.33,240600,1037,19327.0,116542.0,1018,145107,113606,159156,53130,28450,470999,True
"Tuolumne County, California",06,109,2021,55243,23103,26488,28755,48.6,66846,6817.0,2441.0,768.0,370.0,21541,1896,23437,2.24,333500,1105,2737.0,19786.0,303,9388,10300,21107,14448,457,55243,True
"Ventura County, California",06,111,2021,845255,274471,424655,420600,38.7,94150,124047.0,48602.0,13872.0,9090.0,410141,24236,434377,3.03,633900,1976,19217.0,250506.0,1499,193250,189641,329877,132487,19406,845255,True
"Yolo County, California",06,113,2021,216703,75471,111335,105368,31.5,78386,28159.0,14518.0,5726.0,6596.0,101603,6017,107620,2.77,476000,1475,5071.0,68429.0,1865,45449,72655,71440,27159,3681,216703,True
"Yuba County, California",06,115,2021,80404,26888,39703,40701,33.2,62666,5955.0,2297.0,499.0,267.0,30557,2136,32693,2.94,286000,1060,2658.0,23657.0,478,22298,19963,28132,10011,1348,80404,True
